# Program:featureCounts v2.0.1; Command:"featureCounts" "-t" "miRNA" "-g" "ID" "-F" "GFF" "-a" "/home/marianaurera/capstone/hsa.gff3" "-T" "4" "-s" "1" "-o" "/home/marianaurera/capstone/aligned/kidney_counts_newtry.txt" "RXF393_1_sorted.bam" "RXF393_2_sorted.bam" "SKRC39_1_sorted.bam" "SKRC39_2_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	RXF393_1_sorted.bam	RXF393_2_sorted.bam	SKRC39_1_sorted.bam	SKRC39_2_sorted.bam
MIMAT0025482	chr2	218280164	218280186	-	23	0	0	0	0
MIMAT0025483	chr2	218280127	218280147	-	21	25	21	0	0
MIMAT0027520	chr2	218341916	218341938	+	23	0	0	1	0
MIMAT0027521	chr2	218341958	218341980	+	23	0	0	0	0
MIMAT0000083	chr2	218402657	218402677	+	21	6595	4735	101	122
MIMAT0004500	chr2	218402692	218402712	+	21	14	43	0	0
MIMAT0035542	chr2	218823092	218823110	+	19	0	0	0	0
MIMAT0000728	chr2	219001648	219001669	-	22	103	160	46	43
MIMAT0037313	chr2	219001682	219001704	-	23	0	0	0	0
MIMAT0014996	chr2	219058725	219058747	-	23	0	0	0	0
MIMAT0000439	chr2	219294126	219294147	-	22	0	0	0	0
MIMAT0014997	chr2	219549117	219549140	-	24	0	0	0	0
MIMAT0016896	chr2	219906512	219906532	-	21	0	0	0	0
MIMAT0018957	chr2	225010516	225010537	-	22	0	0	0	0
MIMAT0022495	chr2	226658720	226658741	-	22	0	0	0	0
MIMAT0022496	chr2	227472162	227472179	+	18	0	0	0	0
MIMAT0019934	chr2	231362723	231362744	+	22	0	0	0	0
MIMAT0019935	chr2	231362764	231362785	+	22	0	0	0	0
MIMAT0005896_2	chr2	231713368	231713393	+	26	0	0	0	0
MIMAT0007349	chr2	231892277	231892298	-	22	0	0	0	0
MIMAT0003226	chr2	232172713	232172732	+	20	0	0	0	0
MIMAT0021021	chr2	232550530	232550553	-	24	0	0	0	0
MIMAT0021022	chr2	232550493	232550514	-	22	1	0	0	0
MIMAT0027522	chr2	237510932	237510953	+	22	9	0	0	0
MIMAT0027523	chr2	237510968	237510988	+	21	0	0	0	0
MIMAT0018958	chr2	239068829	239068850	-	22	0	0	0	0
MIMAT0018959	chr2	239085828	239085844	-	17	0	0	0	0
MIMAT0016897	chr2	239305472	239305492	+	21	0	0	0	0
MIMAT0019952	chr2	239351771	239351793	-	23	0	0	0	0
MIMAT0019953	chr2	239351732	239351753	-	22	0	0	0	0
MIMAT0019954	chr2	239943063	239943084	-	22	0	0	0	0
MIMAT0019955	chr2	239943023	239943044	-	22	0	0	0	0
MIMAT0000450	chr2	240456015	240456037	+	23	13317	16791	18184	18898
MIMAT0004609	chr2	240456056	240456076	+	21	0	0	0	0
MIMAT0014998	chr2	241477914	241477935	+	22	0	0	0	0
MIMAT0027638	chr20	1392940	1392961	-	22	0	1	0	0
MIMAT0027639	chr20	1392904	1392924	-	21	0	0	0	0
MIMAT0005943	chr20	2652779	2652803	+	25	48	77	0	0
MIMAT0022948	chr20	2652819	2652838	+	20	0	0	0	0
MIMAT0009196	chr20	3917504	3917526	+	23	0	1	1	0
MIMAT0000101	chr20	3917541	3917563	+	23	420	450	5	336
MIMAT0007402	chr20	3917541	3917563	-	23	0	0	0	0
MIMAT0030989	chr20	7371618	7371638	+	21	0	0	0	0
MIMAT0027640	chr20	10649672	10649690	-	19	0	0	0	0
MIMAT0027641	chr20	10649636	10649657	-	22	0	0	0	0
MIMAT0015076	chr20	18470624	18470646	+	23	0	0	0	0
MIMAT0027027	chr20	18470662	18470682	+	21	0	0	0	0
MIMAT0003326	chr20	26208243	26208264	-	22	0	0	0	0
MIMAT0015077	chr20	31607186	31607207	+	22	0	0	0	0
MIMAT0006765	chr20	32237830	32237847	+	18	0	0	0	0
MIMAT0019895	chr20	34049128	34049149	+	22	0	0	0	0
MIMAT0019896	chr20	34049162	34049183	+	22	0	0	0	0
MIMAT0003314	chr20	34466385	34466403	+	19	0	0	0	0
MIMAT0002870	chr20	34990408	34990428	+	21	235	253	1	1
MIMAT0004772	chr20	34990445	34990466	+	22	0	0	0	0
MIMAT0019897	chr20	34990443	34990463	-	21	18	0	0	0
MIMAT0019898	chr20	34990406	34990427	-	22	0	0	0	0
MIMAT0005879	chr20	35453990	35454012	-	23	0	0	0	0
MIMAT0005919	chr20	38516607	38516628	+	22	7	0	0	0
MIMAT0022738	chr20	38516569	38516590	+	22	0	0	0	0
MIMAT0027642	chr20	41169028	41169049	+	22	0	0	0	0
MIMAT0027643	chr20	41169057	41169078	+	22	0	0	0	0
MIMAT0018065	chr20	44408177	44408198	+	22	0	0	0	0
MIMAT0027524	chr20	45425515	45425539	+	25	0	0	0	0
MIMAT0027525	chr20	45425553	45425573	+	21	27	0	0	0
MIMAT0017997	chr20	45705150	45705171	-	22	0	0	0	0
MIMAT0022966	chr20	45705109	45705131	-	23	25	30	0	0
MIMAT0017995	chr20	47166985	47167006	+	22	0	0	0	0
MIMAT0017996	chr20	47167026	47167048	+	23	0	0	0	0
MIMAT0049016	chr20	49863869	49863893	+	25	0	0	0	0
MIMAT0003315	chr20	50585846	50585864	+	19	0	0	0	0
MIMAT0005890_6	chr20	50614689	50614709	-	21	0	0	0	0
MIMAT0015078	chr20	51452948	51452968	-	21	0	0	0	0
MIMAT0019218	chr20	51452912	51452933	-	22	0	0	0	0
MIMAT0019899	chr20	54068452	54068474	-	23	0	0	0	0
MIMAT0019900	chr20	54068418	54068439	-	22	0	0	0	0
MIMAT0016887	chr20	57321564	57321581	-	18	0	0	0	0
MIMAT0000690	chr20	58817661	58817681	-	21	1	75	550	2
MIMAT0004679	chr20	58817626	58817647	-	22	0	0	0	568
MIMAT0004901	chr20	58818280	58818303	-	24	0	0	0	0
MIMAT0003316	chr20	60308534	60308552	+	19	0	0	0	0
MIMAT0019072	chr20	60478119	60478140	+	22	0	0	0	0
MIMAT0018969	chr20	60564565	60564585	+	21	0	0	0	0
MIMAT0005908	chr20	61953621	61953641	-	21	0	0	0	0
MIMAT0015079	chr20	62064812	62064828	+	17	0	0	0	0
MIMAT0019903	chr20	62332534	62332556	-	23	0	0	0	0
MIMAT0019904	chr20	62332490	62332512	-	23	0	0	0	0
MIMAT0000416_1	chr20	62554351	62554372	+	22	11	16	3	2
MIMAT0031892	chr20	62554312	62554333	+	22	0	0	0	0
MIMAT0000427_1	chr20	62564970	62564991	+	22	71	33	0	1
MIMAT0026478_1	chr20	62564933	62564954	+	22	0	0	0	0
MIMAT0004591	chr20	63178514	63178535	+	22	0	0	0	0
MIMAT0000422	chr20	63178552	63178573	+	22	0	0	0	0
MIMAT0015080	chr20	63238788	63238805	+	18	0	0	0	0
MIMAT0016888	chr20	63286818	63286837	+	20	1	0	0	0
MIMAT0004984	chr20	63919495	63919517	+	23	150	130	199	141
MIMAT0004984_1	chr20	63919551	63919573	+	23	138	133	182	173
MIMAT0004984_2	chr20	63919607	63919629	+	23	154	149	160	163
MIMAT0004984_3	chr20	63919802	63919824	+	23	141	153	197	174
MIMAT0004984_4	chr20	63919914	63919936	+	23	148	130	192	156
MIMAT0007889	chr20	63941511	63941532	-	22	0	0	0	0
MIMAT0007890	chr20	63941474	63941495	-	22	0	0	0	0
MIMAT0003317	chr20	63942691	63942711	-	21	0	0	0	0
MIMAT0027526	chr20	64076983	64077005	-	23	0	0	0	0
MIMAT0027527	chr20	64076955	64076975	-	21	0	0	0	0
MIMAT0030996	chr21	6859224	6859246	+	23	0	0	0	0
MIMAT0025856	chr21	8205325	8205347	+	23	0	0	37	0
MIMAT0041633	chr21	8206563	8206582	+	20	1	6	0	0
MIMAT0041634	chr21	8206598	8206618	+	21	5	10	24	0
MIMAT0018068	chr21	8208500	8208520	+	21	0	4	0	0
MIMAT0025856_1	chr21	8249515	8249537	+	23	0	0	29	0
MIMAT0041633_1	chr21	8250772	8250791	+	20	1	5	0	0
MIMAT0041634_1	chr21	8250807	8250827	+	21	11	8	36	0
MIMAT0025856_2	chr21	8388372	8388394	+	23	0	0	34	0
MIMAT0041633_2	chr21	8389610	8389629	+	20	0	4	0	0
MIMAT0041634_2	chr21	8389645	8389665	+	21	4	16	23	0
MIMAT0025856_3	chr21	8432540	8432562	+	23	0	0	33	0
MIMAT0041633_3	chr21	8433797	8433816	+	20	0	2	0	0
MIMAT0041634_3	chr21	8433832	8433852	+	21	6	19	23	0
MIMAT0041635	chr21	8436324	8436343	+	20	0	0	0	0
MIMAT0041636	chr21	8436353	8436374	+	22	0	0	0	0
MIMAT0018068_1	chr21	8987026	8987046	+	21	0	3	0	0
MIMAT0041623	chr21	8987617	8987635	+	19	0	0	0	0
MIMAT0041624	chr21	8987645	8987665	+	21	0	0	0	0
MIMAT0015030_2	chr21	13406431	13406452	-	22	0	0	0	0
MIMAT0014980_3	chr21	13644784	13644806	-	23	0	0	0	0
MIMAT0030996_1	chr21	13724242	13724264	+	23	0	0	0	0
MIMAT0000097	chr21	16539101	16539122	+	22	1298	1379	198	3273
MIMAT0004511	chr21	16539138	16539159	+	22	0	0	0	0
MIMAT0000064	chr21	16539838	16539859	+	22	3855	3265	476	5328
MIMAT0026472	chr21	16539883	16539904	+	22	0	0	0	0
MIMAT0000423_1	chr21	16590253	16590274	+	22	1619	1910	1364	1404
MIMAT0004603	chr21	16590290	16590311	+	22	1	0	1	0
MIMAT0015081_1	chr21	18686100	18686119	-	20	0	0	0	0
MIMAT0022733	chr21	18686135	18686157	-	23	0	0	0	0
MIMAT0024614	chr21	23079354	23079372	+	19	0	0	0	0
MIMAT0000646	chr21	25573983	25574006	+	24	65941	50459	889	2489
MIMAT0004658	chr21	25574022	25574043	+	22	63	0	0	0
MIMAT0019905	chr21	26953965	26953985	+	21	0	0	0	0
MIMAT0016889	chr21	30375350	30375368	-	19	0	0	0	0
MIMAT0025458	chr21	33550664	33550685	+	22	0	0	0	0
MIMAT0025459	chr21	33550705	33550727	+	23	0	0	0	0
MIMAT0004185	chr21	35720732	35720754	+	23	0	0	0	0
MIMAT0025472	chr21	39447014	39447034	+	21	0	0	0	0
MIMAT0025473	chr21	39447046	39447067	+	22	0	0	0	0
MIMAT0019906	chr21	40212401	40212422	-	22	0	0	0	0
MIMAT0019907	chr21	40212359	40212380	-	22	0	0	0	0
MIMAT0015082	chr21	41167564	41167586	+	23	0	0	0	0
MIMAT0027528	chr21	41746815	41746836	-	22	0	45	0	0
MIMAT0027529	chr21	41746772	41746793	-	22	0	0	0	0
MIMAT0022497	chr21	42950986	42951005	-	20	0	0	0	0
MIMAT0023695	chr21	43609953	43609971	-	19	0	0	0	0
MIMAT0027530	chr21	45478271	45478293	+	23	0	0	0	0
MIMAT0027531	chr21	45478306	45478326	+	21	0	0	0	0
MIMAT0015083_1	chr22	17764190	17764211	-	22	0	0	0	0
MIMAT0003318	chr22	17980928	17980946	-	19	0	0	0	0
MIMAT0019908	chr22	19963755	19963775	+	21	0	0	0	0
MIMAT0019909	chr22	19963814	19963834	+	21	9	0	0	0
MIMAT0000455	chr22	20033153	20033174	+	22	632	880	6	615
MIMAT0004611	chr22	20033188	20033209	+	22	0	1	0	0
MIMAT0017998	chr22	20085797	20085818	+	22	0	0	0	0
MIMAT0005950	chr22	20086112	20086129	+	18	83	170	0	349
MIMAT0022726	chr22	20086072	20086093	+	22	0	2	465	0
MIMAT0027532	chr22	20114726	20114746	-	21	0	0	0	0
MIMAT0027533	chr22	20114693	20114710	-	18	31	0	0	0
MIMAT0005877	chr22	20249145	20249165	-	21	0	0	0	0
MIMAT0003319	chr22	21034191	21034212	-	22	0	0	0	0
MIMAT0004958	chr22	21653025	21653047	+	23	0	0	0	0
MIMAT0032026	chr22	21652990	21653011	+	22	0	0	0	0
MIMAT0004680	chr22	21653316	21653336	+	21	143	375	0	368
MIMAT0000691	chr22	21653354	21653375	+	22	129	79	0	0
MIMAT0003320	chr22	22822791	22822811	+	21	0	0	0	0
MIMAT0022257	chr22	22886291	22886311	+	21	0	0	0	0
MIMAT0022258	chr22	22886331	22886349	+	19	0	0	0	0
MIMAT0027534	chr22	25455651	25455674	+	24	0	0	0	0
MIMAT0027535	chr22	25455692	25455710	+	19	0	0	0	0
MIMAT0005875	chr22	26555274	26555295	-	22	25	31	0	0
MIMAT0026737	chr22	26555239	26555259	-	21	0	0	0	0
MIMAT0015084	chr22	27920581	27920603	-	23	0	0	0	0
MIMAT0015084_1	chr22	27920535	27920557	+	23	0	0	0	0
MIMAT0023116	chr22	28459925	28459944	+	20	0	0	0	0
MIMAT0027536	chr22	30007054	30007075	+	22	0	0	0	0
MIMAT0027537	chr22	30007092	30007113	+	22	0	0	0	0
MIMAT0017392	chr22	30731569	30731590	+	22	0	0	0	0
MIMAT0015085	chr22	30731610	30731631	+	22	0	0	0	0
MIMAT0018205	chr22	31160062	31160083	-	22	0	0	0	0
MIMAT0027037	chr22	31160095	31160117	-	23	0	0	0	0
MIMAT0028115	chr22	31621506	31621526	-	21	0	0	0	0
MIMAT0028116	chr22	31621473	31621494	-	22	0	0	0	0
MIMAT0019914	chr22	33436640	33436660	-	21	0	0	0	0
MIMAT0019915	chr22	33436588	33436609	-	22	0	0	0	0
MIMAT0018183	chr22	35335710	35335731	+	22	27	8	1	1
MIMAT0023694	chr22	35336768	35336788	-	21	0	0	0	0
MIMAT0027538	chr22	36286881	36286902	-	22	0	0	0	0
MIMAT0027539	chr22	36286847	36286867	-	21	0	42	0	0
MIMAT0003336	chr22	37844287	37844311	-	25	0	0	0	0
MIMAT0003337	chr22	37847693	37847714	-	22	0	0	0	0
MIMAT0022710	chr22	37847732	37847753	-	22	0	0	0	0
MIMAT0027540	chr22	37967568	37967586	+	19	0	0	0	0
MIMAT0027541	chr22	37967603	37967624	+	22	0	0	0	0
MIMAT0019073	chr22	37988829	37988845	+	17	0	0	0	0
MIMAT0019917	chr22	40813927	40813947	-	21	0	0	0	0
MIMAT0019918	chr22	40813893	40813913	-	21	0	0	0	0
MIMAT0005939	chr22	41092545	41092561	+	17	0	0	0	0
MIMAT0027678	chr22	41253023	41253045	-	23	0	0	0	0
MIMAT0027679	chr22	41252992	41253011	-	20	0	0	0	0
MIMAT0000091	chr22	41900949	41900969	+	21	31	130	1	469
MIMAT0004506	chr22	41900989	41901010	+	22	0	0	0	0
MIMAT0019074	chr22	41923271	41923291	-	21	45	13	3	2
MIMAT0005901	chr22	45200958	45200979	-	22	19	4	1	2
MIMAT0032029	chr22	45200993	45201016	-	24	0	0	0	0
MIMAT0019910	chr22	45760532	45760552	+	21	0	0	0	0
MIMAT0019911	chr22	45760572	45760593	+	22	0	0	0	0
MIMAT0017999	chr22	46091059	46091080	+	22	0	0	0	0
MIMAT0019219	chr22	46091090	46091111	+	22	0	0	0	0
MIMAT0000062_1	chr22	46112752	46112773	+	22	75133	76358	5533	32059
MIMAT0004481	chr22	46112800	46112820	+	21	1420	1235	752	1669
MIMAT0019912	chr22	46113584	46113604	+	21	0	0	616	0
MIMAT0019913	chr22	46113624	46113647	+	24	0	0	0	0
MIMAT0000063	chr22	46113691	46113712	+	22	167741	160738	29929	158989
MIMAT0004482	chr22	46113745	46113766	+	22	134	141	2	1
MIMAT0015086	chr22	48274364	48274380	+	17	0	0	0	0
MIMAT0019075	chr22	48780331	48780347	+	17	0	0	0	0
MIMAT0018089	chr22	49543437	49543458	-	22	0	0	0	0
MIMAT0018090	chr22	49543401	49543422	-	22	0	0	0	0
MIMAT0027542	chr22	49962866	49962888	+	23	138	60	592	0
MIMAT0027543	chr22	49962919	49962939	+	21	0	0	0	0
MIMAT0049008	chr22	50407456	50407474	+	19	0	0	0	0
MIMAT0019961	chr3	5250227	5250246	-	20	0	0	0	0
MIMAT0019962	chr3	5250180	5250201	-	22	0	0	0	0
MIMAT0049021	chr3	10280415	10280439	+	25	0	0	0	0
MIMAT0014999	chr3	10330262	10330280	+	19	0	1	0	0
MIMAT0004947	chr3	10394531	10394552	-	22	0	0	0	0
MIMAT0004948	chr3	10394499	10394520	-	22	0	0	0	0
MIMAT0016900	chr3	15496279	15496298	-	20	0	0	0	0
MIMAT0015000	chr3	15697305	15697327	-	23	0	0	0	0
MIMAT0003227	chr3	15873822	15873840	+	19	0	0	0	0
MIMAT0018165	chr3	16933196	16933217	+	22	0	0	0	0
MIMAT0019963	chr3	19314907	19314924	-	18	0	0	0	0
MIMAT0015001	chr3	20137574	20137595	+	22	0	0	0	0
MIMAT0018960	chr3	25664875	25664891	-	17	0	0	0	0
MIMAT0015002	chr3	31161714	31161736	-	23	0	0	0	0
MIMAT0025452	chr3	32506342	32506362	-	21	0	0	0	0
MIMAT0025453	chr3	32506305	32506326	-	22	40	0	0	0
MIMAT0000424_1	chr3	35744527	35744547	+	21	519	689	4	735
MIMAT0031095	chr3	35744490	35744512	+	23	0	0	0	0
MIMAT0000082_1	chr3	37969413	37969434	+	22	12819	14899	661	4693
MIMAT0004499	chr3	37969452	37969473	+	22	0	1	0	0
MIMAT0027544	chr3	39138211	39138230	+	20	0	0	0	0
MIMAT0027545	chr3	39138242	39138265	+	24	0	0	0	0
MIMAT0000430_1	chr3	44114234	44114256	+	23	7404	6876	6	3
MIMAT0004607	chr3	44114274	44114295	+	22	0	113	0	0
MIMAT0003228	chr3	44861903	44861921	+	19	0	0	0	0
MIMAT0005576	chr3	47849555	47849580	+	26	0	0	0	0
MIMAT0005577	chr3	47849608	47849629	+	22	206	164	676	0
MIMAT0018961	chr3	48196572	48196588	+	17	0	0	0	0
MIMAT0011158	chr3	48316418	48316439	-	22	0	0	0	0
MIMAT0011159	chr3	48316381	48316402	-	22	0	0	0	0
MIMAT0027546	chr3	48549996	48550016	-	21	0	0	0	0
MIMAT0027547	chr3	48549961	48549981	-	21	0	0	0	0
MIMAT0012734	chr3	48578914	48578935	-	22	0	0	0	0
MIMAT0027548	chr3	48633672	48633693	-	22	0	0	0	0
MIMAT0027549	chr3	48633636	48633656	-	21	2	0	0	0
MIMAT0019965	chr3	48644239	48644262	-	24	0	0	0	0
MIMAT0019966	chr3	48644201	48644223	-	23	0	0	0	0
MIMAT0003393	chr3	49020199	49020221	-	23	2427	2149	21	630
MIMAT0001343	chr3	49020159	49020180	-	22	2263	2443	5	6
MIMAT0000440	chr3	49020672	49020694	-	23	13169	13974	3101	8612
MIMAT0001618	chr3	49020631	49020652	-	22	235	203	0	425
MIMAT0027680	chr3	49099889	49099909	-	21	0	0	0	0
MIMAT0027681	chr3	49099854	49099873	-	20	0	0	0	0
MIMAT0016901	chr3	49274158	49274176	+	19	0	0	0	0
MIMAT0021124	chr3	49806165	49806186	-	22	0	0	0	0
MIMAT0023252	chr3	50227438	50227457	+	20	0	0	0	0
MIMAT0027644	chr3	50273241	50273260	+	20	0	0	0	0
MIMAT0027645	chr3	50273275	50273295	+	21	0	0	0	0
MIMAT0019956	chr3	50675093	50675114	+	22	0	0	0	0
MIMAT0019957	chr3	50675130	50675153	+	24	0	0	0	0
MIMAT0000414	chr3	52268336	52268357	-	22	53600	55638	5165	10907
MIMAT0004584	chr3	52268280	52268300	-	21	0	0	0	0
MIMAT0000428_1	chr3	52294270	52294292	-	23	1	0	1	2
MIMAT0004595	chr3	52294232	52294253	-	22	18	0	0	0
MIMAT0030991	chr3	52846523	52846542	-	20	0	0	0	0
MIMAT0018353	chr3	55852515	55852536	-	22	0	0	0	0
MIMAT0035703	chr3	60617837	60617858	-	22	0	0	0	0
MIMAT0035704	chr3	60617815	60617836	-	22	0	0	0	0
MIMAT0016902	chr3	67225500	67225517	+	18	0	0	0	0
MIMAT0015003	chr3	69049004	69049026	-	23	0	0	0	0
MIMAT0019203	chr3	69048966	69048987	-	22	0	0	0	0
MIMAT0005941	chr3	71542039	71542060	-	22	90	87	0	0
MIMAT0018962_1	chr3	75214518	75214535	+	18	0	3	0	0
MIMAT0005956	chr3	75630823	75630846	+	24	0	0	0	0
MIMAT0016903	chr3	75738290	75738307	+	18	0	0	0	0
MIMAT0018198	chr3	79507937	79507958	+	22	0	0	0	0
MIMAT0022479	chr3	85385761	85385782	+	22	0	0	0	0
MIMAT0019968	chr3	87226240	87226260	-	21	0	0	0	0
MIMAT0019969	chr3	87226199	87226220	-	22	0	0	0	0
MIMAT0030987	chr3	96360006	96360029	+	24	0	0	0	0
MIMAT0018196	chr3	99964325	99964347	-	23	0	0	0	0
MIMAT0018928	chr3	103524085	103524106	-	22	0	1	0	0
MIMAT0018963	chr3	109602835	109602856	+	22	0	0	0	0
MIMAT0018964	chr3	109602871	109602891	+	21	0	0	0	0
MIMAT0003231	chr3	112112816	112112838	+	23	0	0	0	0
MIMAT0039320	chr3	112737140	112737160	+	21	0	0	0	0
MIMAT0031003	chr3	113432128	113432151	-	24	0	0	0	0
MIMAT0019233	chr3	113594883	113594904	+	22	0	0	0	0
MIMAT0018965	chr3	113594918	113594939	+	22	0	0	0	0
MIMAT0003232	chr3	114316535	114316554	-	20	0	0	0	0
MIMAT0019970	chr3	114743496	114743517	-	22	0	0	0	0
MIMAT0019971	chr3	114743452	114743473	-	22	0	0	0	0
MIMAT0018966	chr3	116850289	116850305	-	17	0	0	0	0
MIMAT0048637	chr3	120084614	120084635	-	22	260	502	589	866
MIMAT0048638	chr3	120084575	120084596	-	22	0	10	0	0
MIMAT0000228	chr3	120395703	120395724	-	22	0	0	0	0
MIMAT0022470	chr3	121049684	121049705	+	22	0	0	0	0
MIMAT0028117	chr3	123161799	123161819	+	21	0	0	0	0
MIMAT0028118	chr3	123161858	123161879	+	22	0	0	0	0
MIMAT0021023	chr3	124132949	124132972	+	24	0	0	0	0
MIMAT0021024	chr3	124132988	124133008	+	21	0	0	0	0
MIMAT0023708	chr3	124374408	124374427	+	20	0	0	0	0
MIMAT0015004	chr3	124732486	124732507	+	22	0	0	0	0
MIMAT0021084	chr3	125151475	125151496	-	22	0	0	0	0
MIMAT0005935	chr3	125790493	125790514	-	22	0	0	0	0
MIMAT0027550	chr3	127575305	127575326	-	22	0	0	0	0
MIMAT0027551	chr3	127575267	127575288	-	22	0	0	0	0
MIMAT0031179	chr3	127587158	127587176	-	19	0	0	0	0
MIMAT0049018	chr3	128846872	128846891	+	20	0	0	0	0
MIMAT0027552	chr3	129272151	129272173	+	23	0	0	0	0
MIMAT0027553	chr3	129272222	129272243	+	22	0	0	0	0
MIMAT0022498	chr3	131985901	131985922	-	22	0	0	0	0
MIMAT0027554	chr3	134367836	134367857	-	22	0	0	0	0
MIMAT0027555	chr3	134367804	134367824	-	21	0	0	0	0
MIMAT0019958	chr3	134437836	134437857	+	22	0	13	0	0
MIMAT0021116	chr3	151565904	151565924	-	21	0	0	0	0
MIMAT0018193	chr3	159282700	159282720	+	21	0	0	0	0
MIMAT0000417	chr3	160404607	160404628	+	22	2531	3076	158	1475
MIMAT0004586	chr3	160404645	160404666	+	22	473	241	1	2
MIMAT0000069_1	chr3	160404754	160404775	+	22	3306	3436	475	1852
MIMAT0004518	chr3	160404797	160404818	+	22	110	180	0	0
MIMAT0005915	chr3	164171523	164171544	-	22	0	0	0	0
MIMAT0004794	chr3	168551875	168551896	+	22	0	0	0	0
MIMAT0003233	chr3	168551914	168551934	+	21	0	0	0	0
MIMAT0027556	chr3	170423108	170423129	+	22	0	0	0	0
MIMAT0027557	chr3	170423143	170423162	+	20	0	0	0	0
MIMAT0003234	chr3	171106679	171106699	-	21	0	0	0	0
MIMAT0019959	chr3	175369552	175369573	+	22	0	0	0	0
MIMAT0019960	chr3	175369590	175369610	+	21	0	0	0	0
MIMAT0031180	chr3	176515103	176515120	+	18	2779	3337	46391	33655
MIMAT0018967	chr3	183886860	183886879	+	20	0	0	0	0
MIMAT0005458	chr3	184241405	184241423	+	19	0	0	0	0
MIMAT0005459	chr3	184241469	184241489	+	21	0	0	0	0
MIMAT0022295	chr3	185253252	185253272	-	21	0	0	0	0
MIMAT0022296	chr3	185253210	185253228	-	19	0	44	0	1
MIMAT0022263	chr3	185767883	185767904	-	22	0	0	0	0
MIMAT0022264	chr3	185767847	185767868	-	22	0	0	0	0
MIMAT0005900	chr3	186786675	186786701	+	27	0	0	1	0
MIMAT0000085	chr3	188688794	188688815	+	22	253	372	6	406
MIMAT0004502	chr3	188688834	188688855	+	22	5939	6588	394	4403
MIMAT0004987	chr3	189829975	189829996	+	22	0	0	0	0
MIMAT0015005	chr3	195134551	195134574	-	24	0	0	0	0
MIMAT0003235	chr3	195699460	195699481	+	22	0	0	0	0
MIMAT0022707	chr3	195699425	195699446	+	22	0	12	0	0
MIMAT0027558	chr3	195882371	195882390	-	20	0	0	0	0
MIMAT0027559	chr3	195882329	195882348	-	20	0	0	0	0
MIMAT0019972	chr3	197293919	197293939	-	21	0	0	0	0
MIMAT0019973	chr3	197293888	197293908	-	21	0	0	0	0
MIMAT0004972	chr3	197674498	197674520	-	23	0	0	0	0
MIMAT0003236	chr4	350217	350237	+	21	0	0	0	0
MIMAT0004986	chr4	1986403	1986423	-	21	0	0	0	0
MIMAT0019978	chr4	2250127	2250147	-	21	0	0	0	0
MIMAT0019979	chr4	2250091	2250109	-	19	0	0	0	0
MIMAT0018926	chr4	5923279	5923298	-	20	17	1	0	0
MIMAT0019974	chr4	7310459	7310480	+	22	0	0	0	0
MIMAT0019975	chr4	7310496	7310517	+	22	0	0	0	0
MIMAT0016906	chr4	7460091	7460108	+	18	0	0	0	0
MIMAT0000094	chr4	8005312	8005333	-	22	0	20	0	0
MIMAT0026473	chr4	8005347	8005367	-	21	0	0	0	0
MIMAT0005935_1	chr4	9556257	9556278	-	22	0	0	0	0
MIMAT0015006	chr4	10078622	10078645	-	24	0	0	0	0
MIMAT0003237	chr4	11368887	11368906	+	20	0	0	0	0
MIMAT0049007	chr4	11783185	11783206	+	22	0	0	0	0
MIMAT0021083	chr4	13627875	13627897	+	23	0	0	0	0
MIMAT0000275	chr4	20528299	20528319	+	21	560	404	28	243
MIMAT0004565	chr4	20528342	20528363	+	22	0	2	1	1
MIMAT0031181	chr4	21464738	21464758	-	21	0	0	0	0
MIMAT0049009	chr4	22515316	22515339	+	24	0	0	0	0
MIMAT0003238	chr4	24520252	24520275	-	24	0	0	0	0
MIMAT0016905	chr4	28819592	28819608	+	17	0	0	0	0
MIMAT0005945_1	chr4	36426405	36426426	-	22	0	0	0	0
MIMAT0019980	chr4	37241911	37241932	-	22	0	0	0	0
MIMAT0004795	chr4	38868056	38868078	+	23	283	356	214	222
MIMAT0003239	chr4	38868092	38868113	+	22	1614	995	1232	36
MIMAT0022301	chr4	39411910	39411930	+	21	0	0	0	0
MIMAT0022302	chr4	39411954	39411974	+	21	0	0	0	0
MIMAT0019981	chr4	40502086	40502107	-	22	0	0	0	0
MIMAT0019982	chr4	40502051	40502073	-	23	0	0	0	0
MIMAT0030980	chr4	47652679	47652702	+	24	0	0	0	0
MIMAT0018968	chr4	52712720	52712741	+	22	0	0	0	0
MIMAT0018969_1	chr4	60922623	60922643	+	21	0	0	0	0
MIMAT0005923	chr4	66276890	66276911	+	22	41	0	0	0
MIMAT0018971	chr4	76573572	76573593	+	22	0	0	0	0
MIMAT0018972	chr4	76575561	76575580	+	20	0	0	0	0
MIMAT0020957	chr4	76575597	76575618	+	22	0	0	0	0
MIMAT0003240	chr4	82753352	82753370	-	19	0	0	0	0
MIMAT0018973	chr4	85722515	85722531	+	17	0	0	0	0
MIMAT0018974	chr4	86542485	86542507	-	23	0	0	0	0
MIMAT0022499	chr4	87300505	87300527	-	23	0	0	0	0
MIMAT0018112	chr4	98997434	98997454	+	21	0	0	0	0
MIMAT0030993	chr4	101240805	101240825	-	21	0	0	0	0
MIMAT0005906	chr4	101330365	101330387	-	23	38	35	0	0
MIMAT0003241	chr4	109488713	109488734	+	22	278	337	2	110
MIMAT0004796	chr4	109488752	109488773	+	22	0	0	0	0
